Word,Inverted List
tostão,{(89 1) (119 1)}
wladimir,{(89 1)}
possíveis,{(126 1) (89 1) (98 1)}
células,{(89 1)}
subversivas,{(89 1)}
naqueles,{(89 1)}
torcedores,{(96 2) (89 1)}
delegacias,{(89 1)}
acordem,{(89 1)}
resgatem,{(89 1)}
conscientizem,{(89 1)}
perigos,{(89 1)}
representados,{(109 1) (89 1)}
multidões,{(101 1) (89 1) (97 1)}
civilidade,{(89 1)}
lembrado,{(89 1)}
barbárie,{(115 1) (89 1)}
instaurar,{(89 1)}
anular,{(89 1)}
gol,{(89 1)}
assinam,{(89 1)}
manifesto,{(89 1)}
c,{(92 1) (89 1)}
anarcomuamerica,{(89 1)}
avaí,{(89 1)}
antifascista,{(96 1) (89 20)}
azulão,{(89 1)}
bafomunistas,{(89 1)}
comercial-sp,{(89 1)}
alviceleste,{(89 1)}
antifa,{(89 2) (89 4)}
botafogo,{(89 1)}
brigada,{(89 1)}
cap,{(89 1)}
corinthiana,{(89 2)}
santacruzense,{(89 1)}
elis,{(109 1) (89 1)}
alvinegro,{(89 1)}
remo,{(89 1)}
coral,{(89 3)}
coringão,{(89 1)}
coritiba,{(89 1)}
rubro-negra,{(89 1)}
vascaína,{(89 1)}
fluminense,{(89 1)}
esquadrão,{(89 1)}
inter,{(89 1) (96 4)}
gipão,{(89 1)}
goytacaz,{(89 1)}
mflp,{(89 1)}
esmeraldino,{(89 1)}
grêmio,{(89 1)}
poderosa,{(89 1)}
porcominas,{(89 1)}
porcomunas,{(89 1)}
portuguesa,{(89 1)}
resistência,{(119 5) (121 1) (89 4) (131 1)}
azul,{(89 1)}
tricolor,{(89 2)}
fortaleza,{(89 1)}
timbu,{(89 1)}
torcedoras,{(96 1) (89 1)}
torcida,{(89 1) (122 1)}
sport,{(89 1)}
treze,{(120 1) (89 1)}
tribuna,{(89 1)}
77,{(89 1)}
ultras,{(96 1) (89 1)}
vasco,{(89 1)}
vozão,{(89 1)}
xavantes,{(89 1)}
ticiane,{(90 3)}
stories,{(90 1)}
aeroporto,{(90 1)}
virou,{(90 1) (103 1) (119 1) (115 1) (131 1)}
rodoviária,{(90 1)}
record,{(91 8) (114 1) (90 1)}
fãs,{(90 1) (135 1)}
comentários,{(90 2)}
questionando,{(90 1)}
famosa,{(90 1)}
fã,{(90 1)}
esclarecendo,{(90 1)}
argumentou,{(90 1)}
admiradores,{(90 1)}
sensibilizaram,{(90 1)}
argumentando,{(90 1)}
césar,{(90 1)}
tralli,{(90 1)}
botânico,{(91 1)}
painel,{(91 3)}
metropolitanas,{(91 1)}
obteve,{(112 1) (91 2)}
horário,{(133 1) (91 2)}
nobre,{(133 1) (91 1)}
exibia,{(91 1)}
acontecera,{(91 1)}
trio,{(91 1)}
irmãs,{(91 1)}
índias,{(91 1)}
globais,{(91 1)}
lucrou,{(91 1)}
puxada,{(91 1)}
edir,{(91 1)}
macedo,{(91 1)}
saltou,{(91 2) (103 1)}
subida,{(91 1)}
sbt,{(91 2) (124 1)}
sílvio,{(91 1)}
vice-liderança,{(91 1)}
média-dia,{(91 1) (114 1)}
7h,{(91 1) (114 2)}
0h,{(91 1) (114 1)}
estável,{(91 1)}
obtidos,{(91 1)}
equivale,{(91 1)}
254,{(91 1)}
domicílios,{(91 1) (116 1) (116 3)}
pnt,{(91 1)}
calcanhar,{(91 1)}
aquiles,{(91 1)}
lideraram,{(91 1)}
noturno,{(91 1)}
noticiário,{(91 1)}
jn,{(91 1)}
ameaçando,{(91 1)}
recupera,{(91 1)}
horários,{(91 1)}
bastião,{(91 1)}
baianas,{(91 1)}
tendência,{(110 1) (91 1)}
assistida,{(91 1)}
nordestino,{(91 1)}
ecoando,{(92 1)}
joachim,{(92 1)}
fest,{(92 1)}
christian,{(101 1) (92 1)}
herrendoerfer,{(92 1)}
verá,{(92 1)}
matando,{(92 1)}
encarcerando,{(92 1)}
primeiramente,{(92 1)}
social-democratas,{(92 1)}
odiava,{(92 1)}
segundos,{(92 1) (119 1)}
resolvida,{(92 1)}
visse,{(92 1)}
lesse,{(92 1)}
textos,{(131 2) (123 1) (92 1) (101 5) (101 1)}
crença,{(92 1)}
alinhado,{(92 1)}
critério,{(92 1) (101 2)}
levada,{(92 1)}
importa,{(92 2) (98 1)}
expressa,{(126 1) (92 1)}
compartilhamentos,{(92 1)}
vacina,{(92 1) (103 1)}
conectam,{(92 1)}
indivíduo,{(92 1)}
reforça,{(92 1)}
rejeitar,{(92 1)}
contrarie,{(92 1)}
partem,{(92 1)}
pressuposto,{(92 1) (100 1)}
invisível,{(92 1)}
conspira,{(92 1)}
naquilo,{(92 1)}
crenças,{(92 2) (98 1)}
combatidos,{(92 1)}
exterminados,{(92 1)}
passem,{(92 1)}
fenômenos,{(92 2)}
fraude,{(92 1)}
apontam,{(116 1) (92 1)}
incomoda,{(92 1) (122 1)}
constrange,{(92 1)}
blog,{(92 1) (113 1)}
depositário,{(92 1)}
sociólogo,{(92 1)}
josep,{(92 1)}
lobera,{(92 1)}
pseudocientíficos,{(92 1)}
teorizou,{(92 1)}
decorre,{(92 1)}
narcisismo,{(92 1)}
incerteza,{(92 1)}
desprezo,{(125 1) (119 3) (92 1)}
contrários,{(92 1)}
bagunce,{(92 1)}
incertas,{(92 1)}
imaginam,{(92 1)}
provado,{(92 1)}
acessadas,{(92 1)}
rejeitá-las,{(92 1)}
colegial,{(92 1)}
incerto,{(92 1)}
orienta,{(92 1)}
negócios,{(92 1) (137 1) (130 1)}
encara,{(92 1)}
complexos,{(92 1)}
fanático,{(92 1)}
ressalvas,{(92 1)}
exagero,{(92 1)}
considerá-lo,{(92 1)}
rogers,{(93 1)}
sousa,{(93 1)}
44,{(93 1) (101 2) (130 1)}
cerebral,{(93 1)}
spaulo,{(93 1) (103 1)}
goiana,{(93 1)}
anápolis,{(93 1)}
arca,{(93 1)}
episódios,{(133 1) (93 2) (105 1)}
canônicos,{(93 1)}
clérigo,{(93 1)}
diocese,{(93 3)}
bispado,{(93 1)}
ciudad,{(93 1)}
del,{(93 1)}
paraguai,{(125 1) (93 2) (103 1)}
concentram,{(93 1)}
monsenhor,{(93 1)}
guillermo,{(93 1)}
steckling,{(93 1)}
emitiu,{(93 1) (131 2)}
sub,{(93 1)}
judice,{(93 1)}
exerça,{(93 1)}
sacerdotal,{(93 1)}
clerical,{(93 1)}
inocente,{(93 1)}
descumprindo,{(93 1)}
ordens,{(93 1)}
fabio,{(93 1)}
recalde,{(93 1)}
barúa,{(93 1)}
paraguaia,{(93 1)}
confirmou,{(93 1) (99 1)}
desobediência,{(93 1)}
numerosas,{(93 1)}
infrações,{(93 1)}
divinas,{(93 1)}
canônicas,{(93 1)}
ex-freiras,{(93 1)}
disponibilizaram,{(93 1)}
agressões,{(93 1)}
religiosas,{(93 1)}
masturbação,{(93 1)}
skype,{(93 1)}
pires,{(93 1)}
küster,{(93 1)}
nua,{(93 1) (95 1)}
atentado,{(93 1) (124 1) (129 1)}
extrema-direita,{(93 1) (98 2)}
utilizem,{(93 1)}
religioso,{(93 1)}
pornografia,{(93 1)}
fiéis,{(93 1) (103 1)}
convertam,{(93 1)}
pecadores,{(93 1)}
muçulmanos,{(93 1)}
islamizar,{(93 1)}
conspirando,{(93 1)}
meninas,{(93 1)}
apaixonam,{(93 1)}
fmd,{(93 1)}
desprezada,{(93 1)}
abusos,{(93 1) (129 1)}
envolvem,{(93 1) (121 1)}
freiras,{(93 1)}
ótimo,{(94 2)}
+,{(94 1)}
regular,{(94 2) (106 1)}
péssimo,{(94 1)}
clareza,{(101 1) (94 1)}
eleitorado,{(94 3)}
termina,{(94 1)}
espera-se,{(104 1) (94 1)}
inércia,{(104 1) (94 1)}
continue,{(104 1) (94 1)}
comunicador,{(94 2)}
vende,{(94 1) (110 2)}
antecessora,{(94 1)}
melhoria,{(94 1) (108 1)}
comunicou,{(94 1)}
esforçando,{(94 1)}
melhorassem,{(94 1)}
compreende,{(94 1)}
gera,{(94 1) (131 1) (100 1)}
midiáticas,{(94 1)}
espontâneas,{(94 1)}
modificado,{(94 1)}
comportando,{(94 1)}
impopular,{(94 2)}
defendido,{(94 1)}
liderado,{(94 1)}
compostura,{(94 1)}
disputou,{(94 1)}
votará,{(94 1)}
correspondem,{(94 1)}
classificados,{(94 1)}
anti-petistas,{(94 1)}
puco,{(94 1)}
ideológicos,{(94 1) (106 1)}
pragmáticos,{(94 1)}
desejam,{(94 1)}
deter,{(94 1)}
implicaria,{(94 1)}
dramática,{(94 1) (130 1)}
zerar,{(94 1)}
ruídos,{(94 1)}
procurar,{(125 1) (94 1)}
repetidamente,{(94 1)}
gerenciar,{(94 1)}
expectativas,{(94 1)}
esperanças,{(94 1)}
ânus,{(95 2)}
exposto,{(95 1)}
carnaval,{(95 3) (137 1)}
ju,{(95 3)}
isen,{(95 3)}
momo,{(95 1)}
folia,{(95 1)}
consecutiva,{(95 1)}
traumatizou,{(95 1)}
terapia,{(95 2)}
los,{(95 1)}
angeles,{(95 1)}
desiludida,{(95 1)}
aconteceram,{(95 1)}
c*,{(95 2)}
traumático,{(95 1)}
exposição,{(101 3) (95 1)}
horrível,{(95 1)}
ridícula,{(95 1)}
convite,{(105 1) (95 1)}
desfilar,{(95 1)}
nenê,{(95 1)}
vila,{(121 3) (95 1)}
matilde,{(95 1)}
recusei,{(95 1)}
léo,{(95 2)}
áquilla,{(95 1)}
cobrindo,{(95 1)}
redetv,{(95 1)}
pintura,{(95 1)}
corporal,{(95 1)}
remetia,{(95 1)}
íntimas,{(95 1)}
cobertas,{(95 1)}
tapa-sexo,{(95 1)}
esmiuçado,{(95 1)}
cinegrafista,{(95 1)}
explorar,{(95 1)}
fizesse,{(95 2)}
agachamento,{(95 3)}
topou,{(95 1)}
flávia,{(95 2)}
noronha,{(95 1)}
bumbum,{(95 1)}
close,{(95 1)}
retaguarda,{(95 1)}
exibindo,{(95 1)}
nelson,{(95 1)}
rubens,{(95 1)}
filmou,{(95 1)}
chateada,{(95 1)}
avó,{(95 1)}
desabafa,{(95 1)}
digita,{(95 1)}
google,{(136 1) (95 1)}
criados,{(95 1)}
memes,{(131 1) (95 1)}
porchat,{(95 1)}
gentili,{(95 1)}
rindo,{(108 1) (95 1)}
prejudicou,{(95 1)}
aparecer,{(131 1) (95 1)}
vestir,{(96 3) (103 1)}
manto,{(96 3)}
discursa,{(96 1)}
vitimismo,{(96 1)}
orgulhamos,{(96 1)}
falasse,{(96 1)}
defenderia,{(96 1)}
carga,{(96 1)}
carrega,{(96 1)}
deixaria,{(96 1)}
misturam,{(96 1)}
misturaram,{(96 1)}
hipocrisia,{(96 1)}
elitismo,{(96 1)}
estende,{(96 1)}
engravatados,{(96 2)}
gabinetes,{(96 1)}
estádios,{(96 1)}
reprimida,{(96 1)}
defendemos,{(96 1)}
confesso,{(96 1)}
arminha,{(96 1)}
centenário,{(96 1)}
deixe,{(96 1) (112 1)}
esquecemos,{(96 1)}
discípulos,{(96 1)}
rao,{(96 1)}
interfeminista,{(96 1)}
feminino,{(96 1)}
alvorada,{(96 1)}
sc,{(96 1)}
casual,{(96 1)}
1909,{(96 2)}
colorados,{(96 1)}
buenos,{(96 1)}
aires,{(96 1)}
bonde,{(96 1)}
saci,{(96 1)}
rapa,{(96 1)}
rude,{(96 1)}
boys,{(96 1)}
1984,{(109 1) (97 1)}
enchiam,{(97 1)}
avenida,{(97 1)}
aglomeravam,{(97 1)}
presenças,{(97 1)}
ulysses,{(97 1)}
guimarães,{(97 2)}
tancredo,{(97 3)}
contavam,{(97 1)}
oab,{(97 2) (100 1)}
abi,{(97 1)}
variedade,{(97 1)}
unânimes,{(97 1)}
suspiradas,{(97 1)}
admitindo,{(97 1)}
vestisse,{(97 1)}
farda,{(97 1)}
enfraquecido,{(97 1)}
pds,{(97 4)}
engalfinhavam-de,{(97 1)}
andreazza,{(97 1)}
maluf,{(97 2)}
rebelde,{(97 1)}
desafiando,{(97 1)}
conseguia,{(120 1) (97 1)}
adesões,{(97 1)}
situacionistas,{(97 1)}
debatia,{(97 1)}
fechando,{(97 1)}
indireta,{(97 1) (135 1) (129 1)}
militava,{(97 1)}
sinceridade,{(97 1)}
autoria,{(97 1)}
mato-grossense,{(97 1)}
dante,{(97 4)}
reinstituía,{(97 1)}
libertário,{(109 1) (97 1)}
massas,{(97 1)}
prospectivas,{(97 1)}
viúvas,{(97 1)}
respirava,{(97 1)}
aparelhos,{(97 1)}
confeccionavam,{(97 1)}
enviá-las,{(97 1)}
correio,{(97 1) (103 1)}
lyda,{(97 1)}
secretária,{(97 1)}
oab-rj,{(97 1)}
covardemente,{(97 1)}
envelope,{(97 1)}
haddock,{(97 1)}
lobo,{(124 1) (97 1)}
presidia,{(97 2)}
seccional,{(97 1)}
submundo,{(97 1)}
incendiavam,{(97 1)}
bancas,{(97 1)}
vendessem,{(97 1)}
decretava,{(97 1)}
nomeou-se,{(97 1)}
cruz,{(97 3) (131 1) (101 1) (99 1) (100 1) (97 1)}
sni,{(97 1)}
sequestro,{(99 1) (97 1)}
von,{(97 1)}
baumgarten,{(97 1)}
barqueiro,{(97 1)}
decretadas,{(97 1)}
boçal,{(97 1)}
brasilienses,{(97 1)}
buzinaços,{(97 1)}
esplanada,{(97 1)}
irritou,{(134 1) (97 1)}
pessoalmente,{(131 1) (97 1)}
motoristas,{(97 1)}
topetudos,{(97 1)}
chicotinho,{(97 1)}
cavalgar,{(97 1)}
batia,{(99 1) (97 1)}
buzinavam,{(97 1)}
pulava,{(97 1)}
chacota,{(97 1)}
consenso,{(97 1)}
daqueles,{(108 1) (97 1)}
recusavam,{(97 1)}
convenção,{(97 1)}
derrotara,{(97 1)}
venceu,{(109 1) (97 1)}
desgosto,{(97 1)}
presidente-general,{(97 1)}
sarney,{(97 1)}
chapa,{(129 2) (97 1)}
vencedor,{(97 1)}
escolhido,{(97 1) (130 1)}
melancólico,{(97 1)}
derrotada,{(97 1)}
esgotamento,{(97 1)}
bate,{(97 1)}
palmas,{(121 1) (97 1)}
insano,{(97 1)}
homenagear,{(97 1)}
lembrar-lhes,{(97 1)}
fartos,{(97 1)}
repulsa,{(97 1)}
sequestravam,{(97 1)}
torturavam,{(97 1)}
matavam,{(97 1)}
vladimir,{(109 1) (97 1) (103 1)}
recusou,{(97 1)}
submissão,{(97 1)}
desafiou,{(97 1)}
estudantil,{(131 1) (97 1)}
lembrava-se,{(97 1)}
covardia,{(97 1)}
sumiço,{(97 1)}
honestino,{(97 1)}
cerraram,{(97 1)}
fileiras,{(97 1)}
mando,{(97 1)}
alucinado,{(97 1)}
ocuparam,{(97 1)}
laje,{(97 1)}
truculência,{(97 1)}
buscava,{(97 1)}
viria,{(131 1) (97 1)}
trilhar,{(97 1)}
tortuoso,{(97 1)}
inacabada,{(97 1)}
imperfeita,{(97 1)}
alimentada,{(97 1)}
insaciável,{(97 1)}
acertos,{(97 1)}
conviverem,{(97 1)}
tenebroso,{(97 1)}
superamos,{(97 1)}
bravura,{(97 1)}
contramão,{(110 1) (131 1) (97 1)}
civilização,{(97 1)}
autoestima,{(97 1)}
bastasse,{(98 1)}
sara,{(98 7)}
winter,{(98 5)}
intitula,{(98 1)}
ex-feminista,{(98 3)}
comporta,{(98 1)}
construindo,{(98 1)}
fundado,{(98 1)}
filial,{(98 2)}
femen,{(98 2)}
literalmente,{(98 1)}
cassada,{(98 1)}
carteirinha,{(98 1)}
ucraniano,{(98 2)}
fundar,{(98 1)}
nudez,{(98 1)}
gratuita,{(106 1) (98 1)}
travestida,{(98 1)}
cópia,{(98 1)}
encontrar,{(125 1) (98 1)}
manter-se,{(98 1)}
marchou,{(98 1)}
segurando,{(98 1)}
feto,{(98 1)}
candidatou,{(98 1)}
rondando,{(98 1)}
mosca,{(98 1)}
varejeira,{(98 1)}
tamanha,{(129 1) (98 1)}
naturalidade,{(98 1)}
psiquicamente,{(98 1)}
barulho,{(98 1)}
ouvida,{(98 1)}
desconfio,{(98 1)}
pró-vida,{(98 1)}
pró-família,{(98 1)}
aborto,{(98 1)}
marxista,{(98 1)}
jogatina,{(98 1)}
prostituição,{(98 1)}
risos,{(98 1)}
confusa,{(98 1)}
precisando,{(131 1) (98 2)}
desesperadamente,{(98 2)}
legião,{(125 1) (98 1)}
falsos,{(98 1)}
conglomere,{(98 1)}
sinistra,{(98 1)}
escolhas,{(106 1) (98 1)}
anti-feministas,{(98 1)}
direitistas,{(98 1)}
prestam,{(98 1)}
orna,{(98 1)}
recatada,{(98 1)}
lar,{(98 1)}
ares,{(98 1)}
desesperada,{(98 1)}
cultiva,{(98 1)}
goiabeira,{(98 1)}
diploma,{(99 1) (98 1)}
bíblico,{(98 1)}
inventa,{(98 2)}
pós-graduada,{(98 1)}
conferencista,{(98 1)}
cadastral,{(98 1)}
escolaridade,{(116 1) (98 1)}
incompleto,{(98 1)}
precedentes,{(101 2) (98 1)}
bíblicos,{(98 1)}
imaginários,{(98 1)}
pertencente,{(112 1) (98 1)}
parecem,{(101 1) (129 1) (98 1)}
desprezar,{(98 1)}
quaisquer,{(98 1)}
anti-universidade,{(98 1)}
arriscar,{(98 1)}
serve,{(136 1) (98 2)}
diriam,{(98 1)}
conhecem,{(98 1)}
odes,{(98 1)}
fresta,{(98 1)}
arrancá-los,{(98 1)}
esquizofrenia,{(98 1)}
pornô,{(98 1)}
pastora,{(98 1)}
imparcial,{(98 1)}
cereja,{(98 1)}
benoni,{(99 2)}
arruda,{(99 1)}
albernaz,{(99 15)}
sobrancelha,{(99 1)}
arqueada,{(99 1)}
riso,{(99 1)}
juras,{(99 1)}
socava,{(99 1)}
quebrava,{(99 1)}
futura,{(99 1)}
vana,{(99 1)}
interrogatório,{(99 1)}
preliminar,{(99 1) (129 1)}
bandeirante,{(99 1)}
oban,{(99 8)}
43º,{(99 1)}
prestados,{(99 1)}
disciplinado,{(99 1)}
sincronismo,{(99 1)}
tenente-coronel,{(99 1)}
waldyr,{(99 1)}
coelho,{(120 1) (99 1)}
major,{(99 1)}
linguinha,{(99 1)}
língua,{(99 1)}
percorridos,{(99 1)}
herói,{(99 1)}
falsidade,{(99 1)}
ética,{(99 1)}
prestígio,{(99 2)}
apreço,{(99 1) (124 1) (131 1)}
credibilidade,{(99 1)}
desfrutar,{(99 1)}
restaram,{(99 1)}
baptista,{(99 1)}
prensa,{(99 1)}
sessões,{(99 1)}
comandadas,{(99 1)}
agressividade,{(99 1)}
encaixar,{(99 1)}
luva,{(101 1) (99 1)}
abreu,{(121 2) (99 1)}
sodré,{(99 1)}
mérito,{(99 1)}
aloysio,{(99 1)}
recém-criada,{(99 1)}
mandava,{(99 1)}
interrogava,{(99 1)}
soco,{(99 2)}
começava,{(99 1)}
interrogar,{(99 1)}
palmatória,{(99 1)}
arara,{(99 1)}
maklouf,{(99 1)}
gerais,{(99 1) (129 1) (130 1)}
socos,{(99 2)}
mg,{(99 1)}
maio,{(131 3) (99 1) (121 1)}
deslocou,{(99 1)}
apodreceu,{(99 1)}
voltei,{(99 1)}
arrancando,{(99 1)}
divertir,{(99 1)}
claras,{(99 1)}
magneto,{(99 1)}
fidel,{(99 1)}
elétricos,{(99 1)}
elio,{(99 1)}
gaspari,{(99 1)}
deixo,{(101 1) (99 1)}
explicava,{(99 1)}
coordenador,{(99 1)}
embaixador,{(99 1)}
charles,{(99 1)}
elbrick,{(99 1)}
virgílio,{(99 1)}
gomes,{(99 1)}
jonas,{(99 2)}
desaparecer,{(99 1) (131 1)}
convocara,{(99 1)}
evadiu-se,{(99 1)}
conduzido,{(99 1)}
aparelho,{(99 1)}
aln,{(99 1)}
trinta,{(99 1)}
noticiaria,{(99 1)}
admitem,{(99 1)}
ferimentos,{(99 1)}
recebidos,{(99 1)}
terrível,{(99 1)}
ex-marido,{(99 1)}
submetido,{(99 1) (124 1) (129 1)}
ex-mulher,{(99 1)}
aposentado,{(99 1)}
catalão,{(99 1)}
goiás,{(99 1) (114 1)}
chateava,{(99 1)}
usava,{(99 1)}
extorquir,{(99 1)}
esquisita,{(99 1)}
desunida,{(99 1)}
lázara,{(99 1)}
irmã,{(99 1)}
denunciado,{(99 1)}
dívidas,{(99 2)}
recrutas,{(99 1)}
pagá-los,{(99 1)}
advertências,{(99 1)}
lotado,{(99 1)}
medalhístico,{(99 1)}
divisão,{(99 1)}
finanças,{(99 1)}
inabilitado,{(99 1)}
promoções,{(99 1)}
satisfazer,{(99 1)}
1977,{(99 1)}
transferiu,{(99 1)}
intermediou,{(99 1)}
ouro,{(99 1)}
garimpos,{(99 1)}
responsabilizado,{(99 1)}
espancamento,{(99 1)}
encomenda,{(99 1) (127 1)}
feirante,{(99 1)}
japonesa,{(99 1)}
dops,{(99 1) (121 1)}
1979,{(99 1) (121 1)}
pertencia,{(99 1)}
baixou,{(99 1)}
íntimo,{(99 1)}
pistola,{(99 1)}
smith,{(99 1)}
&,{(99 1) (105 1)}
wesson,{(99 1)}
atolado,{(99 1)}
hipoteca,{(99 1)}
acionado,{(99 1)}
extrajudicial,{(99 1)}
infarto,{(99 1)}
namorada,{(99 1)}
jardins,{(99 1)}
1992,{(99 1)}
resgatados,{(99 1)}
inventário,{(99 1)}
furiosos,{(100 1)}
robôs,{(100 1)}
pagos,{(100 1)}
levadas,{(110 1) (100 1)}
falsas,{(100 2)}
violentas,{(131 1) (100 1)}
verdadeiramente,{(100 1)}
justificaria,{(100 1)}
urgentemente,{(100 1) (137 1)}
reencontrar,{(100 1)}
devolver,{(100 1)}
defendo,{(100 1)}
rotina,{(100 1) (103 1)}
povos,{(100 1)}
progredir,{(100 1)}
sofro,{(107 1) (100 1)}
travestido,{(100 1)}
insuflado,{(100 1)}
esgote,{(100 1)}
objeto,{(110 2) (100 1) (129 1)}
danoso,{(100 1)}
bateram,{(100 1)}
quadra,{(100 1)}
cavando,{(100 1)}
fossos,{(100 1)}
óbvio,{(100 1)}
agudo,{(100 1)}
deixam,{(131 1) (100 1)}
rancor,{(100 1)}
movidos,{(100 1)}
compreensível,{(100 1)}
desesperança,{(100 1)}
ocupamos,{(100 1)}
buscaremos,{(100 1)}
atrair,{(100 1)}
polarizados,{(100 1)}
cegos,{(100 1)}
ideologias,{(100 1)}
advocacia,{(100 1)}
calados,{(100 1)}
cuidando,{(100 1)}
pacatamente,{(100 1)}
silenciosa,{(100 1)}
deixaremos,{(100 1)}
frustração,{(100 1)}
imputando,{(100 1)}
decepções,{(100 1)}
falhas,{(100 1)}
constrói,{(100 1)}
vida…,{(100 1)}
felipe,{(136 1) (101 1) (100 1)}
literalidade,{(101 5) (129 1)}
sentimento,{(101 1)}
morais,{(101 1)}
andré,{(101 1)}
karam,{(101 1)}
trindade,{(101 1)}
adc,{(126 2) (101 2)}
revisão,{(101 1) (131 1) (129 1) (103 1)}
juliano,{(101 1)}
breda,{(101 1)}
poderei,{(101 1)}
estarei,{(101 2)}
ministrando,{(101 1)}
fizer,{(101 2)}
plenário,{(101 1)}
sustentamos,{(101 1)}
283,{(126 2) (101 3)}
cpp,{(101 2)}
exaurir,{(101 1)}
instâncias,{(129 2) (101 1)}
inicie,{(101 1)}
cautelar,{(101 1) (126 1)}
antecipar,{(101 2)}
leitor,{(101 1)}
saiba,{(101 1)}
deixemos,{(101 1) (130 1)}
falem,{(101 1)}
importam,{(101 1)}
müller,{(136 1) (101 2)}
leitores,{(101 1)}
comparem,{(101 1)}
dispositivos,{(101 2) (129 1)}
somem,{(101 1)}
vejam,{(101 1) (101 2)}
dispositivo,{(101 2) (129 1)}
encaixa,{(101 1)}
pedaço,{(101 1)}
lê-lo,{(101 1)}
incisos,{(101 1)}
5º,{(101 1) (121 1)}
tirem,{(101 1)}
atribuir,{(101 1)}
autorizado,{(101 1)}
vale-tudo,{(101 1)}
hermenêutico,{(101 1)}
abraçamos,{(101 1)}
relativismo,{(101 1)}
tudo…,{(101 2)}
esqueçamos,{(101 1)}
quisermos,{(101 1)}
legislador,{(101 1)}
antecipada,{(101 1)}
sofisma,{(101 1)}
veja-se,{(101 1)}
anteprojeto,{(101 1) (126 1)}
alterou,{(101 1)}
sistematiza,{(101 1)}
atualiza,{(101 1)}
alterações,{(101 1)}
projetada,{(101 1)}
poderíamos,{(101 1)}
parafrasear,{(101 1)}
baldus,{(101 1)}
introduzido,{(101 1)}
otavio,{(101 1)}
jr,{(101 1)}
epistemológica,{(101 1)}
ramo,{(101 1)}
exsurge,{(101 1)}
eterminado,{(101 1)}
aceitáveis,{(101 1)}
compreensíveis,{(101 1)}
gilmar,{(101 1)}
alvissareira,{(101 1)}
retornemos,{(101 1)}
grifada,{(101 1)}
relida,{(101 1)}
insere,{(101 1)}
tradição,{(101 3)}
significados,{(101 1)}
ressignificados,{(101 1)}
contextos,{(101 1) (131 1)}
analogia,{(101 1)}
goethe,{(101 1)}
conferir,{(101 1)}
diga-se,{(101 1)}
inúmeros,{(101 1)}
decisório,{(101 1)}
acórdãos,{(101 1)}
semânticos,{(101 1)}
decisórios,{(101 1)}
indicando,{(101 1)}
tomemos,{(101 1) (129 1)}
fixou,{(101 1)}
inconstitucional,{(126 3) (101 1) (129 2) (129 1)}
pronunciamento,{(101 1)}
administrativo,{(112 1) (101 1)}
afaste,{(101 1)}
amplie,{(101 1)}
reduza,{(101 1)}
art,{(101 1)}
adct,{(101 1)}
assegure,{(101 1)}
efetivo,{(101 1) (129 1)}
vitalício,{(101 1)}
completado,{(101 1)}
setenta,{(101 1)}
adi,{(101 1)}
5316,{(101 1)}
mc/df,{(101 1)}
sério…,{(101 1)}
ilustrar,{(101 1)}
barroso,{(101 6)}
ap,{(101 1)}
565,{(101 1)}
cassar,{(101 1)}
acreditasse,{(101 1)}
acrescentar,{(101 1)}
friedrich,{(101 1)}
revidar,{(101 1)}
texto-enquanto-texto,{(101 1)}
compreendidas,{(101 1)}
tica,{(101 1)}
digo,{(101 4)}
intérprete,{(101 2)}
impõem,{(101 1)}
digam,{(101 1)}
positivismo,{(101 2)}
confundir,{(101 1)}
mente,{(101 1)}
exegetismo,{(101 1)}
francês,{(101 1)}
xix,{(101 1)}
sugiro,{(101 1)}
verbete,{(101 1)}
objeção,{(101 1)}
hermeneuta,{(101 1)}
sentidos,{(101 1)}
construtivo,{(101 1)}
renová-la,{(101 1)}
gadamer,{(101 1)}
repito,{(101 1)}
diga,{(101 1) (125 1)}
hermenêutica,{(101 1)}
objetivismo,{(101 1)}
subjetivismo,{(101 1)}
precaução,{(101 1)}
explico,{(101 1)}
lembram,{(101 1)}
invocou,{(101 1)}
colegialidade,{(101 7)}
princípio-que-não-é-princípio,{(101 1)}
entendimento,{(126 3) (101 3)}
concedo,{(101 1)}
fins,{(101 1)}
mera,{(101 1) (129 1)}
abstrato,{(126 1) (101 2)}
constitucionalidade,{(101 2) (129 1)}
adcs,{(101 1)}
traduzindo,{(101 1)}
entendimentos,{(101 1)}
fixados,{(101 2)}
fixos,{(101 2)}
irrestrita,{(101 1)}
5-4,{(101 1)}
pedra,{(101 1)}
sodomia,{(101 1)}
eternizada,{(101 1)}
sustentou,{(109 1) (101 1)}
revistos,{(101 1)}
oportuno,{(101 1) (129 1)}
correta,{(101 1)}
colegialidade…,{(101 1)}
envergonhemos,{(101 1)}
sinonímias,{(101 1)}
epistêmicas,{(101 1)}
desejáveis,{(101 1)}
torcendo,{(101 1)}
corresponder,{(101 2)}
sentimentos,{(101 2)}
subordinada,{(101 1)}
tônica,{(101 1)}
stamos,{(101 1)}
optar,{(101 2)}
abandonar,{(101 1)}
objetivos,{(101 1) (123 1)}
vazio,{(101 1) (103 1)}
epistêmico,{(101 1)}
subjetivista,{(101 1)}
propõe,{(101 1) (126 1) (131 1)}
capitular,{(101 1)}
face,{(101 1)}
consequencialismo,{(101 1)}
marco,{(126 1) (101 2)}
aurelio,{(101 2)}
julgamos,{(101 1)}
